#{"t_start": 1770202582.7196672, "env_id": "None"}
r,l,t
-154.88666,195,427.228074
-362.71332,247,427.238171
-193.7071,300,427.263915
-83.567986,169,427.269356
-184.25903,234,427.278525
-335.08597,224,427.311945
-19.542143,190,427.3131
-175.6426,204,427.313135
-168.08807,184,427.330834
-136.33003,233,427.34875
-760.2465,300,427.360972
-71.323494,131,427.365943
-58.60791,154,427.378486
-49.25519,123,427.396681
-168.32693,163,427.421406
-277.0698,300,427.426546
-140.71921,213,427.42767
-505.88193,300,427.442164
-82.924805,150,427.458646
-138.74911,156,427.463773
-31.782412,128,427.492959
-883.7963,300,427.504863
-200.61926,300,427.510236
-11.6965275,84,427.514725
-575.1272,269,427.536748
-42.450756,140,427.539599
-168.465,167,427.546558
-99.86756,215,427.564542
-558.3968,252,427.582899
-436.59793,230,427.595374
-137.45447,173,427.609659
1.9016613,298,427.614239
-234.86009,209,427.646088
-6.7073655,181,427.658532
-76.06298,200,427.673097
-307.2131,226,427.685351
-325.2714,213,427.737287
-49.355545,144,427.742635
-204.98495,233,427.745792
-200.46448,190,427.773175
-376.81265,218,427.777472
-41.79471,125,427.779677
-136.14618,257,427.789896
-507.43762,257,427.794495
-206.84596,201,427.815641
10.38375,25,427.816758
-265.61655,207,427.834614
-294.06122,209,427.840939
-537.78467,300,427.861854
-595.6973,292,427.864207
-19.50406,87,442.364683
-35.235935,118,442.37091
-79.22798,203,442.374528
-358.74817,205,442.408661
-116.629074,160,442.464248
-77.822044,201,442.47181
-25.209675,116,442.480464
-119.59786,163,442.484195
-124.68088,223,442.493378
-777.1774,287,442.498309
-26.249466,118,442.50807
-77.837395,165,442.511949
-70.20012,220,442.537928
-15.787803,87,442.572154
-160.60486,201,442.577824
-217.32072,197,442.603706
-164.83371,175,442.621215
-214.69345,207,442.6236
-996.61865,300,442.665004
-475.21625,270,442.681875
-117.081474,155,442.68392
-206.58858,268,442.687893
-110.98918,143,442.691918
-244.06822,189,442.702902
-327.40192,217,442.713987
-288.67688,207,442.724582
-82.61772,220,442.726564
-476.79102,236,442.739082
-198.0725,158,442.777089
-50.913418,103,442.781865
-269.81213,204,442.783984
-36.860954,111,442.791507
-519.55414,273,442.795242
-35.124554,93,442.802738
-351.59024,241,442.813695
-81.84105,161,442.820426
-321.53784,235,442.834885
-28.989195,93,442.863286
-369.1233,270,442.882941
-139.14061,162,442.890232
-473.04922,243,442.915833
-40.64524,105,442.915873
-515.3967,253,442.929205
-226.25668,221,442.930232
-116.80868,249,442.93615
-111.42761,151,442.941739
-190.07893,180,442.948135
-148.25267,178,442.955225
-164.74602,181,442.961542
-136.07603,195,442.963413
-239.47491,187,442.984749
-505.795,300,443.007044
-65.521965,133,443.015937
-110.78579,178,443.032778
-62.911827,112,443.039777
-252.86792,217,443.040863
-28.676853,133,443.046021
-52.85205,132,443.096299
-52.696632,141,443.096347
-397.27805,227,443.105386
-90.81181,139,443.129839
-125.503296,188,443.151558
-145.84964,214,443.16275
-41.628998,157,443.176225
-472.1942,243,443.179571
-506.38116,274,443.191276
-153.75154,166,443.204878
-500.8132,278,443.211635
-153.12619,185,443.234139
-165.31145,289,443.238673
-316.8161,225,443.244891
-184.98114,191,443.248411
-179.37242,176,443.287423
-230.6934,262,443.319079
-102.77555,212,443.32444
-135.11008,221,443.341021
-249.98923,199,443.343216
-133.49371,190,443.370456
-45.986164,177,443.384545
-73.22998,141,443.386799
-336.81104,219,443.389983
-103.853615,140,443.395298
-144.21458,200,443.398628
-235.20613,199,443.427475
-298.16888,226,443.450646
-460.92603,251,443.450683
-243.4144,220,443.476756
-116.90505,146,443.476804
-228.77773,233,443.499378
-232.66624,207,443.509329
-108.795746,170,443.525186
-90.33543,143,443.525227
-55.740604,132,443.541194
-106.12904,139,443.547091
-183.03055,167,443.571954
-42.451374,134,443.601588
-252.35849,240,443.609414
-275.87436,215,443.623925
-124.58804,210,443.623976
-247.02711,277,443.630352
-19.217123,104,443.664025
-96.85553,230,443.689264
-222.56544,194,443.699348
6.807076,74,443.710551
-1.5433344,95,443.733196
-113.7749,224,443.75463
-581.2262,273,443.758941
-123.71524,216,443.771859
-26.775263,212,443.787869
-171.03189,242,443.800595
-834.82635,300,443.816735
-95.10426,193,443.820485
-777.46936,281,443.830262
-42.829243,119,443.845367
-89.43327,250,443.859003
-231.26808,236,443.904416
-39.1572,99,443.919834
-505.43484,278,443.929482
-90.914375,171,443.930568
-110.71355,139,443.98321
-120.647736,193,443.98326
-289.04404,264,443.99121
-489.75693,289,443.99579
-56.878567,147,444.00175
-514.45575,270,444.008145
-85.52599,135,444.01429
-18.511982,94,444.028443
-253.1351,207,444.031699
-67.518,142,444.063786
-710.90625,273,444.068077
-2.7678883,70,444.069181
-87.80029,131,444.077793
-161.62843,212,444.086383
-622.82166,279,444.091175
-88.18443,125,444.119836
0.1231696,127,444.121984
-751.86945,300,444.15449
-49.494606,115,444.190193
-1.9509715,128,444.198654
-62.60534,187,444.213272
-99.35904,157,444.233261
-223.64551,230,444.24164
-88.002426,150,444.24387
-768.4262,300,444.254562
-205.99208,217,444.260025
-31.573568,138,444.267422
-180.51476,179,444.279535
-443.96924,245,444.285634
-648.3196,288,444.307499
-12.127985,93,444.31026
-202.19095,228,444.315867
-359.1912,300,444.325019
-147.15007,157,444.353764
-235.08707,193,444.355891
-395.09146,227,444.356951
-3.7714686,128,444.393055
-481.60355,232,444.441563
-67.730125,133,444.449914
-262.10004,210,444.453122
-144.46202,208,444.459403
-109.84851,184,444.471925
-260.08414,223,444.477179
-10.471421,83,444.480362
-91.42809,172,444.497204
-107.86346,141,444.505568
-304.26804,232,444.509785
-163.93176,254,444.520285
-208.6855,212,444.529654
-145.04309,252,444.549435
-11.093096,106,444.55266
-97.6714,238,458.867754
-211.8531,216,458.874034
-12.567804,103,458.879086
-23.91962,96,458.90426
-32.899536,105,458.905556
-98.121864,160,458.921904
-95.305405,276,458.950977
-135.66019,188,458.987713
-29.781086,101,458.992733
-154.07079,187,459.033913
-350.778,236,459.03791
-530.14703,260,459.041932
-84.64599,176,459.05822
-364.2652,272,459.065779
-349.775,220,459.081098
-158.43991,164,459.099375
-446.2344,257,459.099416
-122.72594,194,459.109596
-103.184746,199,459.110768
-107.9418,171,459.122159
-130.35379,150,459.160934
-12.807368,89,459.164872
-176.023,224,459.168759
-44.29432,122,459.175596
-166.30682,300,459.193561
6.483733,90,459.213386
-280.40945,203,459.224748
-107.21332,140,459.237515
-84.44842,189,459.24496
-90.69641,191,459.254154
-63.087994,124,459.262101
-594.18665,275,459.266013
-206.71606,173,459.290038
-68.29662,141,459.321568
-126.12857,159,459.332517
-122.29504,263,459.337148
-18.60891,100,459.350754
-123.33334,159,459.353676
-470.52066,245,459.358739
-191.67372,193,459.362652
-169.22746,152,459.36448
-70.434715,130,459.389184
-531.775,284,459.404513
-157.39503,200,459.43612
-488.9242,221,459.437967
-168.01044,282,459.441599
-29.706917,88,459.445211
-370.48575,246,459.492294
-58.089767,153,459.495105
-60.429462,179,459.516119
-405.4219,248,459.520953
-832.2117,300,459.521998
-442.32254,240,459.560142
-484.12994,262,459.564921
-279.98227,222,459.567753
-1.173079,60,459.572713
-353.84802,259,459.573792
-176.36758,207,459.581242
-61.00246,160,459.584939
-109.47503,184,459.608335
-4.650436,108,459.621848
-297.81506,300,459.635713
-115.33777,216,459.645393
-22.697184,84,459.650365
-11.632826,85,459.652297
-379.65945,229,459.654247
-851.1962,300,459.683052
-173.10327,212,459.694089
-5.7793674,139,459.698954
-301.32495,223,459.701762
-79.47004,139,459.71209
-5.442748,71,459.722284
-375.43866,235,459.743043
-126.01403,176,459.751461
-292.3833,214,459.766634
-66.026024,154,459.768442
-233.65738,222,459.769417
-70.05342,121,459.814249
-167.63734,181,459.822354
-302.5846,191,459.82996
-133.86296,207,459.840164
-521.7889,256,459.848871
1.3772423,91,459.852894
-228.6472,181,459.868881
-545.6156,265,459.886639
-75.86376,136,459.8972
-111.7508,210,459.918904
-700.69543,269,459.93614
-25.164572,125,459.941163
-31.095736,102,459.945603
-557.0753,270,459.94758
-80.412544,134,459.967927
-669.89526,273,459.968949
-122.77818,238,459.974809
-178.9299,182,459.986881
-153.72281,261,459.987978
-157.83336,184,460.005505
-537.1017,261,460.013481
-79.92527,137,460.017584
-220.95488,180,460.025114
-18.82993,117,460.054213
-57.87655,134,460.065997
-281.3163,196,460.108677
-112.86131,155,460.119621
-157.02011,162,460.125331
-8.129271,78,460.142151
-127.936195,214,460.153593
-377.16937,300,460.157681
-140.83514,221,460.162727
-630.9046,276,460.163792
-269.07376,201,460.17186
-286.51364,197,460.184208
-63.13138,198,460.221675
-203.58235,185,460.237673
-324.32715,238,460.24033
-212.71939,240,460.253626
-345.02914,273,460.255702
-45.528393,127,460.28342
-187.62187,284,460.293603
-105.168495,174,460.298834
-226.4282,196,460.303822
-60.740967,142,460.30592
-225.34384,188,460.306961
-87.92078,184,460.354142
-59.68006,210,460.362153
-62.490173,112,460.364239
-50.50341,112,460.366285
-149.67252,152,460.389746
-598.14233,257,460.396367
-408.75983,266,460.424258
-151.32883,195,460.427009
-325.98132,217,460.431923
-75.18136,157,460.450416
-140.37376,281,460.4562
-213.58966,182,460.469127
-100.42436,169,460.469169
-22.217443,122,460.481945
-0.6374204,68,460.489052
-45.41128,112,460.495767
-121.173386,205,460.502227
-72.071884,152,460.508944
-261.95853,228,460.522599
-169.49135,183,460.535955
-298.4962,300,460.571713
-111.32604,150,460.613463
-161.96194,164,460.640292
-631.1682,300,460.641311
-104.22275,193,460.641348
-134.60167,228,460.64589
-42.77153,144,460.660784
-157.58324,172,460.667601
-416.11124,243,460.683214
-411.52994,300,460.683252
-119.56201,204,460.685222
-197.20772,233,460.69266
-209.33452,200,460.70147
-15.12999,76,460.713045
-621.34094,296,460.714856
1.5243537,69,460.726081
-419.99338,251,460.735327
-40.680492,108,460.74178
-11.0386915,77,460.75479
-33.123077,122,460.782482
-511.98764,248,460.808306
-5.9830894,146,460.81973
-159.01967,220,460.820766
-709.0704,299,460.820799
-192.22493,211,460.844085
-190.81941,180,460.860792
-302.87003,202,460.873412
-86.349434,161,475.460163
-735.3843,296,475.510993
-225.24693,210,475.516459
-6.946304,88,475.52141
-137.89415,241,475.53726
-287.23422,242,475.541151
-24.694366,96,475.553339
-137.43712,160,475.563393
-96.584206,153,475.569536
-153.80708,247,475.583419
-204.15599,240,475.592656
-570.91064,300,475.595355
-55.522713,129,475.630558
-92.40909,206,475.6394
-86.6373,126,475.671835
-771.42944,300,475.697794
-296.36243,204,475.700589
-649.779,266,475.706563
-115.87043,131,475.711365
-56.390373,140,475.75222
-223.73671,185,475.763847
-9.357242,79,475.763884
-119.32634,172,475.769125
-329.74484,224,475.779007
-115.66077,170,475.789775
-144.16771,188,475.789806
-91.27154,154,475.803326
-325.94058,261,475.823647
-204.56438,240,475.861691
-45.367107,115,475.867764
-770.4041,300,475.875767
-226.26125,221,475.876935
-33.381382,168,475.888288
-52.54228,129,475.893369
-121.57219,186,475.895478
-49.467533,136,475.915543
-86.97854,146,475.936707
-481.06464,232,475.943726
-35.712143,119,475.943767
-88.705536,231,475.9478
-129.77428,195,475.959618
-3.844276,73,475.968485
-217.00331,204,475.993682
2.9361393,60,476.019154
-405.5325,234,476.037391
-107.25136,194,476.062033
-44.71394,94,476.062089
-446.09555,300,476.068753
-249.69325,205,476.096764
-367.25708,246,476.106862
-20.216496,89,476.106899
-207.88495,180,476.12534
-467.45148,251,476.126503
-573.95166,256,476.143036
-540.0452,277,476.152186
-240.00946,218,476.160314
-207.08635,225,476.166856
-403.94968,261,476.173825
-96.43833,132,476.197498
-233.23576,210,476.200358
-607.65186,296,476.226587
-82.95197,197,476.228523
-165.69478,182,476.238455
-32.60744,137,476.258792
-26.351948,109,476.264927
-390.39874,224,476.279917
-113.12273,133,476.302916
5.337508,51,476.309691
-324.49908,211,476.314072
-142.20497,169,476.317296
-146.47911,223,476.327391
-92.8581,138,476.339492
-4.921931,66,476.350232
-273.97327,229,476.372395
-566.2375,276,476.373479
-348.8046,206,476.373507
-144.9919,198,476.399172
-3.3059819,65,476.40819
-685.22864,290,476.419615
-316.40192,211,476.445434
-121.18691,204,476.45033
-102.37368,139,476.450366
-63.27979,136,476.460257
-153.08484,172,476.489125
-135.70271,255,476.491271
-151.94394,160,476.493238
-239.78226,223,476.495212
-45.708984,142,476.56075
-181.96683,188,476.561884
-51.0146,113,476.572077
-1.6566974,128,476.577035
-116.44333,234,476.587194
-218.01521,220,476.594867
-104.84467,149,476.598114
-500.02023,282,476.601947
-255.30725,199,476.607238
-330.60608,207,476.607272
-278.77832,247,476.622031
-239.22583,183,476.627206
-112.85028,176,476.670531
-92.89782,186,476.676453
-9.719178,98,476.724002
-34.17264,136,476.730956
5.272989,56,476.732129
-95.67488,175,476.736391
-94.04191,193,476.756994
-64.20984,149,476.758121
-213.8163,269,476.759239
-113.41334,173,476.775791
-432.88626,215,476.786757
-199.56091,298,476.789495
-306.86227,187,476.80745
-351.637,229,476.814306
-329.38882,221,476.817003
-119.876076,212,476.817038
-151.40973,191,476.860438
-693.9576,285,476.86149
-93.807465,142,476.872749
-39.069817,105,476.896606
-17.22568,86,476.909217
-128.6756,185,476.925505
-37.215004,104,476.927671
-134.5747,192,476.928764
-298.1379,199,476.928798
-190.95543,179,476.939157
-97.70342,157,476.970639
-59.404636,109,476.97468
-121.190575,223,476.984278
-283.14923,205,476.984324
-36.67848,94,477.019544
-83.01302,129,477.023011
-109.24217,213,477.030727
-10.2768345,101,477.035884
-488.00583,248,477.038489
-234.8196,184,477.046117
-96.17928,298,477.053788
-14.832657,100,477.07973
-90.39654,172,477.09308
-223.28227,191,477.096166
-140.45343,192,477.116776
-68.14379,147,477.128223
-154.12727,219,477.145448
-574.37054,270,477.145492
-80.16741,131,477.169942
-280.36868,210,477.180991
-0.5373583,65,477.186761
-61.09213,137,477.197978
-17.167868,184,477.208556
-165.84998,189,477.218132
-167.29007,168,477.222446
-177.69057,190,477.227799
-108.25471,153,477.258938
-488.3277,286,477.266395
-103.11067,222,477.270452
-221.22333,191,477.282263
-127.66709,202,477.308776
-77.246155,118,477.324199
-61.318203,122,477.339481
-264.96933,207,477.351382
-280.87018,196,477.356638
-32.328133,120,477.389164
-95.365776,159,477.389205
-541.56525,236,477.39988
-76.75973,205,477.402058
-99.824615,235,477.423521
-248.0639,189,477.431106
-346.63828,243,477.447298
-31.175762,92,477.450327
-426.6336,222,477.462654
-269.08698,215,477.504909
-0.70330846,80,477.519063
-395.04053,234,477.521282
-145.92049,218,477.546609
-139.412,148,477.550827
-196.18692,161,477.563849
-418.13977,233,477.589463
-709.7436,287,477.591528
-137.73225,236,491.965336
-147.09998,156,491.971615
-116.25997,193,491.989287
-764.7165,295,492.001442
-21.507639,89,492.020008
-438.20813,245,492.028592
-120.38728,197,492.037165
-471.71222,257,492.040826
-73.15822,126,492.052932
-262.46564,221,492.060374
-157.93352,177,492.067048
-85.37515,166,492.07195
-131.51534,147,492.076837
-48.50809,137,492.147659
-166.10648,201,492.192871
-73.76334,279,492.202404
-83.31262,128,492.221827
-80.32823,164,492.228512
-315.18164,229,492.243127
-190.62927,185,492.261746
-142.57176,162,492.262903
-117.829895,176,492.264134
-128.03864,220,492.265338
-269.48373,191,492.265371
-874.68005,300,492.296496
-354.79565,266,492.300415
-25.165112,76,492.320783
-645.3037,287,492.346318
-432.85342,263,492.346361
-31.90102,99,492.360894
-26.003153,100,492.363062
-426.9791,214,492.370758
-51.290146,120,492.380659
-870.1369,300,492.391115
-50.334843,158,492.420859
-26.950481,91,492.452612
-261.74844,192,492.454586
-45.444084,147,492.465855
-530.1937,248,492.476903
-667.54266,262,492.484524
-102.635864,151,492.495314
-756.9212,300,492.497441
-118.67231,203,492.497478
-69.089806,200,492.498563
-758.4512,300,492.505913
-112.176476,173,492.517635
-72.40258,154,492.543362
-41.73858,111,492.562685
-96.31668,204,492.584947
-303.52228,219,492.590347
-158.20027,150,492.610333
-469.73096,252,492.617669
-93.56993,177,492.650202
-117.07078,168,492.651997
-134.86961,179,492.685966
-178.14323,182,492.687778
-470.99005,264,492.692887
-281.0931,201,492.693977
-206.2444,191,492.696957
-45.008804,127,492.698825
-108.75454,203,492.705867
-21.465223,96,492.707724
-63.043335,157,492.708632
-172.17374,201,492.713748
-129.8215,208,492.734171
-108.93052,140,492.737495
-0.26442486,59,492.752475
-137.3433,201,492.794151
-255.473,177,492.798822
-50.52792,128,492.819603
-37.476288,163,492.821795
-54.340855,125,492.828152
-10.068037,70,492.82969
-92.81093,136,492.858742
-193.67068,188,492.897297
-176.43199,177,492.897342
-154.3271,169,492.906098
-337.2717,204,492.920897
-315.5774,216,492.949623
-409.15448,283,492.956946
-330.71057,210,492.965701
-65.673645,152,492.970359
-89.70619,140,492.976961
-409.45346,249,492.97699
-3.1761243,78,492.982592
-226.50366,208,493.019637
-145.34041,207,493.040748
-105.138504,204,493.045763
-37.591175,104,493.049931
-806.8781,300,493.056986
-368.8021,222,493.064845
-263.3967,217,493.082019
-35.05021,106,493.082051
-145.58498,184,493.100703
-112.43977,178,493.139098
-171.4825,177,493.143054
-76.00282,209,493.158564
-254.22595,181,493.158597
-65.60879,133,493.17715
-271.17548,210,493.180051
-82.030594,122,493.181052
-740.3516,295,493.186204
-113.2311,153,493.188816
-960.75256,300,493.190552
-23.558983,87,493.220375
-375.2692,219,493.268825
-465.35245,237,493.276092
-270.4068,187,493.284301
-20.811037,104,493.287354
-57.99588,109,493.290792
-116.63709,213,493.294867
-527.78046,276,493.297663
-55.7012,119,493.364059
-110.14774,187,493.366725
-297.63812,205,493.368101
-148.04956,270,493.370183
1.8949783,62,493.370239
-11.639665,76,493.37026
-273.46848,194,493.404208
-122.369606,212,493.427854
-193.8652,215,493.432271
-37.810364,133,493.437341
-249.46634,254,493.438371
-3.1143227,73,493.445676
-7.0535817,82,493.453107
-28.491411,92,493.461651
-130.03224,171,493.482315
-47.286987,123,493.486722
-78.975945,122,493.489986
-68.71425,138,493.504584
-716.2187,299,493.504616
-278.39597,203,493.509248
-535.5122,236,493.537453
-183.34631,168,493.56216
-503.97543,262,493.571145
-102.83923,144,493.572081
-66.31931,115,493.598991
-211.99637,192,493.606956
-153.2009,157,493.607977
-157.9639,143,493.618051
-388.62756,223,493.647665
-81.20345,150,493.647723
-288.55496,199,493.674868
-640.0386,273,493.701112
-291.7637,218,493.710924
-806.39484,300,493.713751
-576.6122,289,493.724702
-168.72313,162,493.724735
-167.54665,212,493.738278
-103.950066,188,493.739226
-12.57848,79,493.750293
-7.9725785,65,493.762666
-613.6917,281,493.778016
-221.7362,194,493.796258
-222.92477,207,493.802065
-60.67241,188,493.803192
-299.97217,238,493.80322
-225.08353,172,493.821957
-261.6251,239,493.857837
-6.5552278,76,493.900547
-20.018238,108,493.914275
-579.3708,264,493.943611
-215.68791,192,493.97289
-21.494217,93,493.976359
-285.69434,214,493.982974
-103.52349,149,493.993852
-93.87908,156,494.004785
-113.24076,217,494.0062
-271.97086,200,494.015498
-236.3248,221,494.022545
-139.60497,172,494.03643
-699.4901,284,494.043973
-121.15606,203,494.046805
-547.63983,275,494.049041
-828.37494,299,494.063589
-10.429525,95,494.080571
-25.77042,105,494.093542
-246.7685,177,494.111312
-255.38217,200,508.9451
-204.0867,177,508.946903
-149.34694,171,508.980357
-105.968346,144,508.986022
-36.880592,110,508.995502
-129.77304,199,509.020918
-32.07395,123,509.040829
-758.46423,300,509.050474
-306.72983,196,509.07038
-433.42947,229,509.075228
-298.3658,203,509.082645
-205.00102,274,509.109377
-430.56107,241,509.140606
-712.1876,296,509.15636
-699.93463,272,509.159627
-154.96228,141,509.15966
-145.43427,185,509.181367
-67.88323,151,509.206236
-368.36404,229,509.224123
-536.55914,273,509.225294
-154.26779,199,509.226541
-379.26917,211,509.226576
-105.912895,175,509.263861
-220.2613,225,509.269276
-174.77649,192,509.271253
-449.88226,243,509.306191
-384.06784,229,509.312282
-19.098001,97,509.322176
-8.376572,117,509.324457
-236.24377,239,509.352875
-220.91089,224,509.370245
-446.01532,233,509.397875
-470.10568,244,509.405773
-20.743328,88,509.413249
-213.70216,234,509.418984
-144.44211,269,509.434582
-169.46498,212,509.444395
-148.49162,219,509.450743
-511.16745,241,509.47435
-195.30338,181,509.494649
-311.56805,220,509.498269
-349.29877,231,509.502084
-21.22785,100,509.507993
-557.878,233,509.509065
-298.89084,216,509.536137
-102.52649,189,509.547481
-100.523384,135,509.55275
-31.783028,110,509.587383
-215.47649,186,509.58959
-114.205185,144,509.592847
-178.70505,223,509.600339
-155.10396,201,509.628799
-642.9206,294,509.629883
-365.81998,203,509.645643
-118.378235,189,509.646768
-17.614027,94,509.646806
-170.40733,159,509.676006
-68.952866,165,509.681307
-93.6251,158,509.702581
-11.105709,106,509.706188
-123.563126,212,509.7257
-176.55943,183,509.748289
-406.91702,243,509.752211
-112.91591,147,509.758224
-138.07845,170,509.771044
-54.658714,117,509.77407
-29.111847,118,509.774098
-130.90205,145,509.788169
-813.8058,278,509.796281
-62.281506,148,509.844788
-256.1532,179,509.848461
-233.6947,198,509.851007
-34.616642,101,509.872339
-561.9092,269,509.88957
-208.26099,179,509.907645
-53.43866,121,509.913515
-70.21367,127,509.933388
-112.164444,175,509.951661
-47.035538,138,509.959693
-426.10657,228,509.971213
-17.121386,86,509.972304
-32.228912,183,509.974929
-195.92117,216,509.981524
-158.16257,178,509.987147
-354.4684,274,510.003067
-326.18182,199,510.010388
-91.90851,143,510.020612
-58.006588,125,510.058853
-141.2935,181,510.124903
-281.2465,241,510.12832
-435.7128,254,510.137293
-309.59897,218,510.140638
-124.75995,128,510.149287
-68.37175,182,510.160108
-99.20033,133,510.164476
-166.83752,171,510.170919
-182.83905,192,510.176209
-146.99179,193,510.186918
-308.55502,220,510.186959
2.874462,58,510.188052
-143.6107,206,510.202018
-348.94226,211,510.209676
-199.40388,215,510.236614
-11.447187,67,510.280906
-50.118267,118,510.290404
-154.42403,300,510.313343
-90.33561,130,510.314627
-127.69467,188,510.329312
-138.37903,154,510.334555
-235.39262,186,510.335638
-14.548348,140,510.336725
-547.6419,262,510.33888
-134.21718,191,510.352356
-6.680864,71,510.366294
-381.87384,214,510.36967
-112.62407,177,510.376301
-134.38899,178,510.377526
9.859815,27,510.395553
-612.5007,246,510.422956
-175.87282,217,510.433381
-236.93352,193,510.441701
-90.85243,124,510.473485
-58.597355,109,510.513161
-82.06396,148,510.513225
-204.45032,187,510.515342
-89.63557,182,510.525911
-139.46054,141,510.528075
-130.11407,200,510.550157
-12.61789,75,510.553403
-142.84897,224,510.555568
-471.32095,259,510.558725
-68.86092,124,510.567103
-74.253,128,510.579793
-283.72598,198,510.582016
-428.9459,233,510.586289
-8.293484,97,510.616073
-38.485683,104,510.636275
-669.5254,281,510.638434
-531.8169,246,510.640584
-43.442734,120,510.642732
-18.256115,97,510.656441
-14.617936,76,510.667094
-52.423744,111,510.676567
-254.70717,261,510.701056
-101.73772,156,510.71452
-107.87222,137,510.72608
-27.102036,106,510.7272
5.9202538,87,510.767424
-38.600445,126,510.770702
-272.54523,205,510.771846
-311.11713,203,510.781415
-204.20934,203,510.794114
-145.2844,256,510.798419
-205.95543,275,510.803731
-211.06119,179,510.829184
-185.23918,177,510.843017
-117.52904,136,510.85857
-220.53137,164,510.873968
-64.22873,117,510.897777
-32.257484,99,510.905714
-655.03687,262,510.922805
-162.32907,153,510.934055
-644.5312,290,510.947795
-60.300056,209,510.953152
-135.6749,211,510.956267
-155.87859,173,510.970155
-202.99057,300,510.989355
-54.56297,192,511.016229
-28.752274,145,511.021947
-277.62024,174,511.023282
-69.85751,186,511.054031
-326.79538,240,511.064525
-238.15527,174,511.076791
-152.27574,167,511.10042
-777.1524,300,511.109998
-70.26848,134,511.114095
-125.30527,210,511.141251
-252.1311,181,511.157894
-213.60515,208,511.163206
-62.655655,132,511.174511
